UserName,Title,Review,Date
zac-04879, Exciting; Possibly One of Marvel's Greatest Films,"Marvel has supplied their fans with a fast, fresh and funny superhero adventure with unconditionally perfect amounts of exhilarating action and fascinating characters. The enthusiasm noticeably kicks off with sustainable writing, in which an appealing plot is arranged and the excellent protagonists are propped. Secondly, director Destin Daniel Cretton recieves the role of brilliantly executing the visually-awakening tale.There's no doubt that the real magic belongs to the epic sequences of fantastical action. With stylish martial arts battles and superb effects, Shang-Chi's epic movie lives up to both the hype and its genre. However, there are some ridiculous and unnecessary details. It's also significant to announce the fact that the amount of action is perfect! There's not too much to the point where it's tedious and not too less to the point where all that can be remembered is the dialogue.Marvel flicks usually include several moments of bland dialogue between the superheroes. It occasionally grows fairly unexciting, but most of it is surprisingly gripping and the entertaining adventure rules over it. Alongside the massively-praised action is humour and heart-pumping credits scenes.If you liked this review, check out the full review and other reviews at aussieboyreviews.",1 October 2021
portaguee, Absolutely Amazing!,"I can't express to you how amazingly beautiful this movie is. You need to watch it for yourself! Excellently choreography, awesome blend of humor, drama and action. I was beginning to think there was no place for martial artists in marvel after iron fist, I was proved wrong. Hopefully we get several more 👍👍",5 September 2021
alicemarshmallow, Great film.,"I really enjoyed the soundtrack, I thought it was a beautiful mix of modern and traditional music. The film itself was very well done, the CGI and animation was great as well as the acting. The story line and origin story was very though out and was very interesting.",19 January 2022
lohoy-96789, good,".. Suddenly, unexpectedly, and before us is one of the best creations of Marvel in its entire modern history, lasting already 14 years! A colorful, interesting, tasty, emotional, spectacular and bright spectacle should not leave anyone indifferent with a 'plus' sign, even though this character is not named..... By 2021, the 'Marvel' projects have reached such grandeur and scale that local producers can afford to experiment with certain characters unknown to the mass audience, but probably known to ardent fans of this huge comic book universe. 'The Eternals', 'Shan-Chi'... How many more new movie characters and new surprises are waiting for us?! Of course, it is difficult to say, however, given the frank failure of the first and the success of the second, everything is not so simple here! We will dwell on the second in more detail (for obvious reasons)!! ..This film, which is more than 2 hours long, tells us about such magical accessories as 10 rings, which give their owner unknown power, strength and immortality. At the same time, family joy/tragedy/joy is unfolding before us with numerous rather big flashbacks to the past, where the same 10 rings play a central role, without which, as judging from the title of the tape and its viewing, we will not get anywhere! As it turned out, we are in for a bit of fantasy and mysticism, a couple of familiar characters from previous 'Marvel' projects, a certain secluded area like Wakanda (only now with an Asian tint), as well as a colorful spectacle and, in principle, a very, very high-quality film ...",19 January 2022
janelle-14599, 10/10 THE BEST MARVEL MOVIE TO DATE!,"I was so excited for this movie and I was not disappointed. It had cgi, an amazing cast, a great soundtrack, setting etc. I have nothing bad to say about this movie. Other than that I dislike some of the bad guys, but that's what makes them bad guys so...
I was so shocked when I saw the end credit scene with Hulk and Captain Marvel and Wong. I love Shang-Chi and Katy's friendship and I just think that this movie is awesome. Also the martial arts and the stunts were awesome, especially the train scene and the fight in the Macao. So I'm just ending this to say that I love this movie and it's my new favourite marvel movie!!",3 September 2021
jesternz, Far fetched nonsense,Bizarre character selection. The cast didn't gel at any time. Weak attempts to link in previous Marvel characters... presumably because they need some work over the covid years. The story was far fetched nonsense. Marvel started with some good credible characters but continues its decline with this abomination.,18 December 2021
nickdambrosio77, Exceeds expectations!,"I did not have high expectations for this movie. Like many, I wasn't familiar with this hero going in.That being said, the choreography in action scenes was PHENOMENAL. Definitely the highlight of the film for me.If you're a fan of film, you will enjoy this beautiful movie.",6 September 2021
Spartan_1_1_7, Best thing in the MCU Phase 4 so far. At least you don't leave it full of disappointment that gets worse the more you think about it.,"Shang-Chi and the Legend of the Ten Rings is the first entry in MCU Phase 4 with a completely new superhero, an origin story, and is about Shang-Chi, son of a powerful man who has control of the ten rings as well as having an organization of the same name. Living a normal life, his world is turned upside down when the past he has left behind comes back to bite him. Not gonna lie, I wasn't hoping much from this movie considering how disappointing Phase 4 has been but to my surprise, this turned out to be the most entertaining entry in this Post-Infinity Saga so far, particularly because I didn't leave it filled with a layer of disappointment that gets worse the more you think about it.It's not groundbreaking or different from what the MCU has given us before, especially when it comes to origin stories. In fact, it feels very reminiscent of the earlier movies that came in this cinematic universe following a lot of the same formula, part of the reason I enjoyed it as it reminded me of the good ole days where I was genuinely hyped about the MCU and getting introduced to all these superheroes without having any solid comic-book reading history. It's the usual Marvel schtick with a different skin but with good enough execution in certain parts that you get a steady flow of entertainment and hardly any major frustrations, if at all, from the entire 130 mins runtime.What I enjoyed the most was the action sequences, which were predominantly hand-to-hand combat and weaponry based kung-fu. With good choreography and cinematography, fewer cuts, non-shaky cam, and the actors performing a lot of the combat themselves, it was thrilling. The accompanying soundtrack was nice too with a mix of modern and East Asian tracks that flowed well with the action.The story itself, while ending up with the usual end-of-the-world trope that so many superhero flicks have, wasn't bad either. It was cool to see this side of the world in this cinematic universe and not having a typical Human baddie was nice as well.However, the writing was still not particularly good as the movie sorely lacked urgency and stakes. There wasn't that OOOMPH that would have propelled this movie to higher tiers. It played safe and light with a lot of predictable elements so you just sorta experience the events which play out mostly how you'd expect. The dialogue could have been a lot better as well with the same story beats the movie employs and would have given characters a lot more depth where the emotional moments could have been hard-hitting. The titular character himself felt lacking in energy and charisma.I did like the overall ensemble and how it all came together in the end even if full of cliches. I was worried about Awkwafina's character Katie and that she'll be annoying for the rest of the movie but I was pleasantly surprised by her relationship with Shang-Chi played by Simu Lu, it was sweet. I'm glad the humour wasn't in your face throughout and took a backseat at certain points as MCU lately has developed a habit of injecting way too much of their brand of humour and it hasn't worked for me. Not saying the comedy here was great as some of it fell flat on its face but some of it did work.All in all, despite its problems, despite the movie playing it safe, despite it being predictable, I had fun. I do hope Simu Lu gives a stronger performance wherever his character shows up next because compared to other MCU heroes, Shang-Chi himself is among the lower end for me for now. If you like the MCU, then certainly give this a go. If nothing else, you'll probably enjoy the action. And if I were to rate it, I'd give it a 6.8/10.",19 November 2021
StoryTaker1, Great Marvel-movie with Bad-Narnia movie second half.,"I must say I am disappointed since I had quite high expectations from this movie - or at least didn't expect it to be bad after such a promising first half. Unfortunately, the second half was just that. The surprise gift of a gem in the movie however, for me, is being introduced to Tony Leung. I wished at several points in the movie that he were playing Shang-Chi. 3.5 out of my 5 stars is for him.The movie began well even if the first Ta-Lo fight was a little cheesy and a bit too wire-fu. Tony Leung brings such humanity to the character, conveying so much with his eyes with no expressions or mannerisms needed. A fascinating character shrouded in mystery and danger, but with a softness and vulnerability in his eyes.The rest of the first half was usual Marvel magic. The acting of Shang-Chi and Katy was a little bland, but passable. I liked the humour and also the continuity of the post-blip references. Shang-Chi finally got interesting in the bus scene - unfortunately he goes back to being a personality-less, second fiddle to Katy for the rest of the movie. How sad this should happen in his own movie? And as if to add insult to injury, the movie ends by saying ""The Ten Rings will return"" instead of Shang-Chi.As mentioned in the title, the second half felt like a bad Narnia movie. Everything predictable and a cliche. Someone says their people have been training to protect xyz for thousands of years - turns out, after all this time, they still fight with sticks and stones and have a pitiably small 'army'. Said army also turns out helpless at protecting xyz and needs the protagonist to save the day after he becomes an expert at what these people trained their whole lives, in about 15 minutes. Largely useless friend also saves the day when the experts can't.How is it that these people have a skill that can defeat Wenwu, a thousands year old martial arts master with the Ten Rings, but their army is so helpless against his goons and their technology? If this special skill was specifically to protect xyz, how come none of them used it in the battle? Instead it seems it was developed specifically to defeat the Ten Rings which they have no reason to know anything about. What on earth was the point of Ben Kingsley in this movie? I wish they spent that screen-time further exploring Shang-Chi, his personality, relationships etc.That brings me to my biggest grievance with the movie. A superhero movie should inspire - especially the origin story. It's when a character has that moment of clarity when they decide they won't let their weaknesses, or even mistakes, define them but will instead channel it all to fight for something good. Shang-Chi's moment could have been even more poignant considering he made quite a big mistake. However I feel the movie skirted around that, saying rather than showing because they didn't want to go there. Thus Shang-Chi's moment of clarity was deciding to kill his own father. Sure, he eventually doesn't during the big CGI battle - but why? Was he tired? He felt he couldn't go through with it? His mother's ghost told him not to? Who knows...I hope the next installment will be better. Maybe Shang-Chi will have a personality that can keep up with Katy.",19 November 2021
Neptune165, Shang-Chi's father is probably one of the best Marvel villains,"Love everything about this movie! Good origin story, great cast and awesome action scenes. Simu, Meng'er, Awkwafina, and Tony definitely nailed the role. I recently watched the movie and it was so awesome, I liked this one a lot more than the Black Widow one, and I can see why people got so hyped for this movie, and so far I think it has been phenomenal, of course I can't judge the new and upcoming spider man movie, cause We haven't seen it yet, but this film is just raising the bar so high to the point where other films are having a massive disadvantage to such standard story telling. I was blown away after watching it. The story, the fights, the casting, everything was just Marvellous!",15 January 2022
jmelkins-19535, Okay movie,It's not a must watch movie.But it was good enough for a fun evening at the cinema.The visuals and some fighting scenes were great!,5 September 2021
gunstrife, Incredible!,"Wow, what a stunningly beautiful movie. Incredible fight scenes, beautiful cinematography, amazing story and villain. Loved every minute of it. Marvel has done it again!",1 September 2021
varun-25071997, This Theme Park Ride Entertains All Demographics,"It was hard to believe that Destin Daniel Cretton directed this film, which is a complete contrast from his previous work. Tony Leung Chiu Wai was the only reason to watch this movie if you aren't a sucker for superhero movies. Shang Chi proves Scorcese's point on Marvel movies despite being surprisingly entertaining.It was good to see a major blockbuster from a non-USA centric point of view. Shang Chi's best movements are it's timed humour and martial arts fight scenes. The ending of the movie is a theme park ride with eye soaring VFX of two dragons which are supposedy fighting but we don't know it due to excess use of colour.On the whole Shang Chi is a typical summer blockbuster which is bound to entertain all demographics but it's linear storyline and under utilisation of Tony Leung Chiu Wai's talent is a bit underwhelming.",5 September 2021
danielmanson, Unique. But a very fun film,"I have to say I was looking forward to this one. First film in a while that had no connection to avengers etc so I was intrigued to see how they would do this. And on the whole it was very enjoyable and fun to watch!First instincts when watching were a little mixed. It was an odd start to say the least and didn't have any idea how this was going to go. And my first instincts on Katy were also mixed. I felt like they were trying to force the humour out on her and I found her character really annoying. HOWEVER..Once it gets going the film gets better and better. Katy becomes a great character and all the characters development and arcs on a whole were truly phenomenal! For me the best part of the film was the characters and seeing them all develop throughout.So is the plot good? To be blunt, yes! It's truly unique and uniquely done in so many ways, I don't want to give out anything that would spoil anything, but it's really not what you expect. That's all I say!just an add on for this point. I will say there was a couple of points where it was quite obvious what was going to happen (ie when sister pops up for first time, you know exactly how about 10 mins before it happens). I think the final battle scene went on a bit longer than it needed to. But these are minor points that don't distract you or take anything away from the film itself.I'll shut up now! I'll just say it's well worth watching. It's a great ""superhero"" to have and a great one to watch. And overall it's a fun, visually pleasing and brilliant watch. I recommend.",14 September 2021
radhikashukla-22593," Fantastic, a must watch for marvel fans",Loved the fight sequences and I was blown away in the second half of the movie .. It's like on another level! Phenomenal.,3 September 2021
fvajzcq, Epic,"Simply epic. I'm sorry but only reason to hate this is if you're bigoted. It's one of the greatest Marvel Origin films ever. No weak moments. Great characters, great plot.",13 November 2021
amartyeshmohapatra, MASTER OF MARTIAL ARTS,"I won't say believe on my review ...but just watch it once . It will worth your money and time . This movie has every thing you wanted to see in an origin movie
1) Really strong main villain
2) Awesome secondary villains
3) Nice Back story
4) 5 Star fighting scene and VFX
5) Villains from phase 1 and 2of iron man andnhulk
6) Magic and mystic , humor and emotion at right proportion
Chery on top of cake = Post credit and mid credit.",3 September 2021
joquiroga, A fun fantasy action movie,"I really enjoyed this movie. The fantasy elements were well placed, the comedy was well timed and the fight scenes were really fun to watch. Even the villain make some sense.",14 November 2021
dalek69, what a great marvel film.....,"The 3rd cinema visit this year (2021) for me brought a delightful marvel film.I REALLY enjoyed this film. It has it all: inspired martial arts, humor , character developments, emotions, and its also quite spectacular, even if we may thinnk we've ""seen it all already"" with so much visual effects heavy movies coming out over these past ten years or so.It makes you marvel (pun intended) and laugh,
It has a heart of goodness.I can VERY MUCH recommend seing this movie in a cinema.",7 September 2021
raim-72536, Most action packed movie,Marvel make a awesome file in the 2021 And thier stories of the character are so deep and the VFX was just wow I love this movie.,4 September 2021
kbocaw, Disappointed Marvel Fan,"I am a huge marvel fan. My kids young and old are all huge marvel/super hero fans. I have seen every marvel movie multiple times, and just finished binge watching all of them in chronological order again recently. This movie started out a little funny and felt like it was going to be a good action flick once the fight scene started in the bus, despite some iffy cgi and the guy with the machete hand. It didnt take too long to realize that was one of the few good scenes in the movie. Dont get me wrong the fight scenes are done nicely, but they seem to drawn out to long. It all just fell flat. This is the first marvel movie that I didnt make it to see in theaters.... I even made it to black widow. Im glad I didnt make it for this one. I was beyond bored with the drawn out fight scenes, some of which werent needed, and lack of engaging dialogue. I never once felt connected or invested in any one character. I ended up turning it turned if off a little more than half way through. I have never done that with a marvel movie, even if ive seen it a dozen times before. I may try again sometime but doubt it.",10 November 2021
lumieretrain, Shang-Chi and the Legend of the Ten Rings by Destin Daniel Cretton,"The stories which follow warriors who have to confront a hard past, filled with pain and remorse, are intriguing to see how the main characters are getting self confident on both physically and psychologically. As the main characters through their body language they express on the way they are feeling emotionally, especially during the fight sequences, which initially their body language might be insecure to immediately lose their fight; but after the main characters have learnt in what they are looking for, their body language becomes more self confident and especially stronger, to even be ready to face their final battles to be often much intense than the first ones. The filmmaker Destin Daniel Cretton seems interested to explore this theme, by developing a new movie for the Marvel Cinematic Universe, this time about the character Shang-Chi. After a long time of work, in 2021 came out Shang-Chi and the Legend of the Ten Rings by Destin Daniel Cretton, with Simu Liu, Awkwafina, Meng'er Zhang, Tony Leung, Fala Chen and Michelle Yeoh. The movie's plot: The martial artist Shaun/Shang-Chi (Simu Liu), who in once has been trained to be an assassin, has left his past on the back to live in his own life in San Francisco; until his father Xu Wenwu (Tony Leung), who is in the command of the Ten Rings organization, has reunited him and his sister Xialing (Meng'er Zhang) to search something essential in the village Ta Lo, where Ying Li (Fala Chen) the mother of Shang-Chi and Xialing guarded in once. The movie has captured a lot of attention, by surprising the audience, the critics and the fans of Marvel Cinematic Universe movies, as the story went in a different direction than what the previous movies of the Marvel Cinematic Universe have gone, even the movie has maintained some of the established superhero elements in the cinematic universe. Especially for the way the movie explores the Asian culture, by using the Chinese mythological creatures, to let the audience feel emerged in another culture, through the settings and the colors to be expressive on the emotions of the story and on the feeling of the characters. The story gets much expressive in the emotions of the characters, through the choreography in the fight sequences, where their movements and their steps represent the way of how they will confront their greatest battles, both internally and externally. The production designer Sue Chan has elaborated the settings with specific details, to be expressive through the mythological look to the let the eyes of the audience be emerged in the story; at the same time, some of the most specific settings are filled with colors, which make them much powerful of the emotions and of the meanings on some of the most crucial moments of the story. The costume designer Kum Barrett has created costumes which fit with the shape and the colors of the characters, as most of them have been specifically elaborated to fit in their movements during the fight sequences; especially when the costumes fit with the body language of the characters, which can be felt without distorting their movements. The cinematographer William Pope has captured in every single camera movements as well as in every single angle shots, with the help of the lightnings, the shadows and the colors, some of the most essential shots of the scenes, which make some of the most essential moments of the story unforgettably poetic and mythological. The editors Elísabet Ronaldsdóttis, Nat Sanders and Harry Yoon have created the narration's rhythm in a clear way on how the story will be told from the beginning to the end, without distorting the narration of the story and by using essential footage which create the movie. The visual effects have been specifically elaborated to create some of the most spectacular scenarios of the story, in every single details of pixels to let the eyes of the audience be emerged in the story; especially through the settings, colors, lightnings and shadows, which make them mythologically spectacular. The score by Joel P. West has been elaborated to be more close to the Asian culture, in every single musical notes to balance the emotions of the characters; as well as some of the most essential moments of the story, to blend with the scenes without distorting the narration's rhythm nor in some of the most epic moments of the movie. Simu Liu did an excellent performance as Shaun/Shang-Chi, a martial artist who was in once trained as an assassin, to later on get away from the dramatic past to live in his own life; until his father Xu Wenwu has reunited him and his sister, where Shang-Chi has to confront his past to slowly become much confident with himself. Awkwafina did an excellent performance as Katy, the best friend of Shang-Chi who has no idea about his past, until she will come with him and learns more about him; initially she shows herself to be insecure and goofy, but since she has been involved with the mission of Shang-Chi she will become stronger internally as well as physically. Meng'er Zhang did an excellent performance as Xialing, the sister of Shang-Chi and the daughter of Xu Wenwu, who shows herself to be a strong person on the outside, but on the inside she is much vulnerable, especially because of the past which has tormented her; until she will become much confident, to be even closer to Shang-Chi and she will be the one who will later on change something important, in a crucial moment of the story. Tony Leung did an extraordinary performance as Xu Wenwu, the leader of the Ten Rings organization and the father of Shang-Chi and Xialing, who tries to be a good father for how much the love he has on them both; but since something tragic has happened, he has returned of what he used to be in once, especially to search in what he is looking for. Fala Chen did an extraordinary performance as Ying Li, the wife of Xu Wenwu and mother of Shang-Chi and Xialing, who will be seen often times in the flashbacks for an important reason; she has been the reason to have a family with Xu Wenwu, as in the flashbacks Ying Li has taught some of the most essential lessons to Shang-Chi. Michelle Yeoh did an excellent performance as Ying Nan, the guardian of Ta Lo and the aunt of Shang-Chi and Xialing, who will be the one to explain what is Xu Wenwu looking for and she will be also the one to teach Shang-Chi, Xialing and Katy, with the help of the rest of the village, how to become much confident with themselves. Shang-Chi and the Legend of Ten Rings is an unexpectedly surprising movie, which uses some different elements from the previous Marvel Cinematic Universe movies, it is one of the best movies of the cinematic universe as well as one of the best movies of 2021.",20 October 2021
dmansel, Another feather in the cap of Marvel Studios,"In 2018, the Marvel Cinematic Universe opened its doors to telling stories centered on people of color, providing the audiences with the rich, lush history of Wakanda and the Wakandan peoples. I wouldn't go so far as to call it a cultural revolution, but the impact Black Panther had on the moviegoing audience is undeniable. Since then, the MCU has released two female centered films in Captain Marvel and Black Widow and now we've arrived at Shang-Chi and the Legend of the Ten Rings, the first superhero movie to focus on characters of Chinese heritage. With this unveiling of a new corner of the connected universe comes new threats, new wonders, and new heroes to root for. Shang-Chi, originally appearing in Marvel Comics' Master of Kung Fu in the 1970s, now has an updated origin story for the modern times and a cast to reflect contemporary sensibilities.Opening with a fight scene that has an almost dream-like, ethereal storybook quality, the movie is packed with tons of action, heart, and humor. The father and son theme that is always so prevalent in the MCU is once again on full display here, this time coupled with a theme of legacies and living up to one's potential. Both Shang-Chi and his friend Katy are at peace with their low key lives as valets while both have parental figures who want more from them. In Shang-Chi's case, his father Wenwu wants him to eventually take his side as master of the Ten Rings, a multinational crime syndicate (a Rainbow Coalition of crime). That, paired with Wenwu's notion that this departed wife, Shang-Chi's mother, is still alive and being held captive in a mystical city, are the heart of the film, complete with great worldbuilding, awesome fight scenes, and amazing visuals.With Black Widow and now Shang-Chi and the Legend of the Ten Rings, Phase Four of the MCU continues with the relative low stakes that comes after the insurmountable high of Avengers: Endgame. In Shang-Chi, a single village is at peril as Wenwu will stop at nothing to save his wife. Accompanying Wenwu are the ten rings, ten mystical arm bands that imbue the wearer with superhuman abilities. If you're one for explanations, you won't find any here as the rings are never fully explored beyond looking cool and being used to kick ass. One of the positives of the film is the fact that questions are left to be answered in the inevtiable sequel. Speaking of sequels, both end credits set up to help fully integrate the characters into the wider scope of the MCU while also serving as a platform for a continuation of Shang-Chi and sister Xialing's personal stories.While thoroughly entertaining, the film isn't without faults. As is the seemingly the norm for superhero movies, Shang-Chi and the Legend of the Ten Rings' third act devolves into a CGI fest that at times is hard to follow visually. Without risking spoilers, the final battle, a mixture of natural and mystical elements, is choppy and confusing. It doesn't quite reach the levels of Wonder Woman bad, but there was potential for a more emotionally satisfying climax that was somewhat glossed over in favor of what we got. Also, from a comics perspective, the choice to include a location that draws heavy parallels to Kun-Lun (mystical city; multiple characters dressed in green and yellow, traditional Iron Fist colors; talk of the heart of a dragon) yet not outright include Iron Fist lore is a baffling one.Starring Simu Liu, Shang-Chi and the Legends of the Ten Rings put the Chinese actor first and foremost, giving Liu the opportunity to display his talents. As a member of the ensemble cast of sitcom Kim's Convenience, Liu shares the screen with a number of actors and actresses, but here as the leading man he's given the spotlight to shine. Liu's easygoing charm and affable nature will quickly win over audiences and endear them to the character. Liu's dramatic chops are on display as well as Shang-Chi spends the film clashing with both his sister and his father's way of life. Liu's Shang-Chi is here to stay in the MCU and after seeing his performance in his first outing, Marvel Studios has proven yet again one of their biggest talents lies in their ability to cast the right person for the right role. As such, Hong Kong born actor Tony Leung's first major introduction to western audiences as Wenwu finally gives Americans a chance to see one of the best living actors on display. Liu's style of quiet, pensive, deliberately nuanced acting isn't a major focus in Shang-Chi; the character of Wenwu is just a few steps above a Phase One villain. Similarly, Ray Winstone's Dreykov in Black Widow (while severely less developed than Wenwu), also has the feel of a Phase One villain which feeds into the idea of the MCU wiping the slate clean and resetting expectations back to their beginnings. Still, Leung is a joy to watch whenever he's on screen and his chemistry when paired with Liu makes for strong material.Awkwafina as Katy continues her trend of seemingly being Awkwafina in every role she's cast in. From Ocean's Eight to Crazy Rich Asians to Shang-Chi, her ebullient line delivery and acting style is at this point either well-worn or a comfortable blanket, depending on the penchant of the viewer. Katy's chemistry with Shang-Chi is undeniable, however, as the pair make for possibly the best on screen cinematic coupling since Steve Rogers and Peggy Carter. The brilliance of this pairing lies not in a good romantic subplot, but two incredibly close friends, ready to help each other out in any circumstance. If Jimmy Woo and Darcy are our Mulder and Scully of the MCU, Shang-Chi and Katy are Harry and Heromoine, ready for wacky adventures at a moment's notice while being comfortable with the nature of their relationship. One of the standouts of the film is Meng'er Zhang as Xialing, Shang-Chi's estranged sister. Zhang manages to command the screen with something akin to pent up rage and frustration as Xialing is determined to make her own legacy in the world. Zhang's growth and progression as a friend-or-foe foil for Shang-Chi is a delight to watch thanks to strong writing for the character and strong acting from Zhang.Directed by Destin Daniel Cretton, Shang-Chi is a busy movie. Audiences are introduced to not just a new hero in the MCU, but an entirely new world, something not seen since 2018. Intercutting between events of past and present, this is the first of the Marvel films to rely heavily on flashbacks to establish relationships between characters. The non linear storytelling works thanks largely in part to certain reveals that awards previously withheld information from the audience. Unfortunately, while trying to keep the storytelling fresh by bouncing from past to present, the second act still feels sluggish due to heavy expositions from Wenwu and Jian Nan. Both carry a hefty bit of dialogue as they explain to Shang-Chi (and us) what's happened before in order to lay seeds of what's to come in the third act. The third act and the pathway to the inevitable confrontation between Shang-Chi and Wenwu still manages to surprise and subvert the common martial arts expectations in a way that feel somewhat satisfying, if not a bit surprising. Cinematographer Bill Pope (The Matrix trilogy, Scott Pilgrim vs the World) continues to dazzle with brilliant shots that, combined with great production design, manage to capture and celebrate the Chinese culture in a way that doesn't feel cliché or lazy. Cretton and Pope manage to pay homage to a number of films via the cinematography that includes both Kill Bill volume 1 and Skyfall.Of all the questions surrounding Shang-Chi prior to its release, going all the way back to its 2019 San Diego ComiCon announcement, the biggest area of concern was centered on the authenticity of the fight scenes. Fans of previous Marvel-related works (looking directly at you, Iron Fist) have been burnt in the past when it comes to well staged fight choreography. Thankfully that's not the case here, as the fight scenes are well crafted and tailored to fit the needs of each scene. Multiple styles of fighting are present, from the graceful, flowing wushu style as seen employed by Shang-Chi's mother and aunt to the more frantic, kinetic Jackie Chan-inspired style of improvised fighting Shang-Chi uses during the bus scene. Each style is well suited for the situation at hand and goes a long way to establishing the fact that there as many different styles of hand-to-hand combat as there are different Asian cultures. At no point do the fights seem lazy or unrehearsed; if there's one thing stunt coordinator Brad Allan was keen to do, it was to not repeat the mistakes of previous ventures into the genre.Overall, Shang-Chi is another feather in the cap of Marvel Studios. Finally embracing a multicultural aspect to their storytelling and recognizing that superheroes come from more places than just America, they've allowed themselves to fully open to a world of possibilities where stories steeped in any heritage can originate. A great leading performance from Simu Liu, a solid core cast, and a strongly directed film make Shang-Chi a worthy addition to Phase Four of the MCU. How it connects to the overall tapestry woven into the interconnected universe still remains to be seen, but with two stellar end credits sequences, hopes are high that our titular hero will return for more adventures with Katy in tow. Shang-Chi and the Legend of the Ten Rings is in theaters September 3rd.",23 January 2022
mrcrazy-80641, Review,This movie have a different and best action of all marvel movies....25.......it is very beautiful vfx and cgi.,30 September 2021
festenstein, SO AMAZING,"I heard that this film was going to be good, and it was better than I had imagined!! The storyline was really new and exciting for the mcu, the fight scenes were fantastic I couldn't keep my eyes of the screen. It also had its funny parts just like marvel always has! I can't express enough how much I enjoyed this film.",3 September 2021
cbread208, Better than expected!,"I was pleasantly surprised by the twist and turns in the plot. Great acting and a great script! A very good movie! A very well balanced storyline and spectacular special effects, and great martial arts scenes. I also liked the comedy.",29 December 2021
tkdlifemagazine, One of Marvel's Best To Date,"Among the best Marvel films and characters of the entire Universe of movies. This is a moving and complex story that really resonated with me. The characters are all three dimensional and the performances are heartfelt. The action and martial arts choreography is among the best of the Marvel films. The humor, fueled by Akwafina's performance, is right on point. This film dances around the edge of the rest of the Marvel Universe but it is it's own sort and its own self contained world. You do not need to know this character, or have seen any other Marvel movie to enjoy this one. Simi Liu is larger than life in the lead role. Michelle Yeoh, Tony Leung, Benedict Wong, Fala Chen, and Menger Zhang are terrific in the ensemble cast. Many back story films are boring or wait too long to get into the action- not this one. I can't wait for a future installment.",14 November 2021
faraazattar, I enjoyed it!,"Though this film had quite lame and straightforward storyline but it's amazing direction, fantastic acting by all the cast members, beautiful visuals and cgi work, action sequences and the balance between humor and emotion makes it 10 times better film and a treat for marvel fans. It carries a great potential for the future of the MCU. For me this is the best film of 2021 until now and I truly enjoyed it and hope to see Shang Chi more in the MCU.",7 September 2021
Lythas_85, always the same,"Feminism at its best from the start..
he has got to go but the useless friend insert herself into the trip and do not take no for an answer and he needs to explain himself and prove his worth to her.. yadayada
and his sister.. of course she needed to knock him out.. and what did he say to the american chinese girl.. she was not allowed to train but he watched and learned how to do it better ... oh ok then, that totally happens alright.. but always with female characters... did we see something like his in black widow or ms marvel? Nah, in these movies only women are allowed to be empowered..they get to the forbidden city... the usually female friend becomes a natural sharpshooter with her bow... and the sister just needs her chain knife throwing thing and encouragement from her aunt and she is ready.. while the guy gets beaten up by his aunt learning how to fight wind leaf style.. and he looks like a beginner even tho he has trained since he was a little boy.The story was alright.. thank god at least he got to slay the big bad monster.. i thought his sister was going to do it even tho he is the main character..anyway, first post credit scene was ok.. not sure why the female friend was there.. she does not have any supernatural artifacts.. i guess she will be comic relief but more importantly plot armor and the fact she is a woman and cannot die.Average movie.",15 January 2022
Bigg_Bad, Decent but kind of meh,"The movie as a whole is a decent watch. It has some great ideas and fight scenes, but it all just seems a little shallow, and like the movie is scare of commit to anything so it just ends up falling like none of the great potential ever amounts to any thing.The actor who portrays Shang Chi does a good job, but he unfortunately does not get much depth to work with, he starts and ends his character ark at basically the same spot, he does not really get any moments to express any real emotion.For me there are 3 main problems.1. The sister character is only there to show a female character can be a badass...""we know, don't cram it down our throats"" it makes it feel forced, and takes away the impact of the character. But the main problem of focusing so much on her is that the main character in the story never really gets enough time to develop a character.2. The Mandarin, never feels really intimidating og loving, they try to be so middle of the road on everything with this character, that he neither feels believeable as any of those opposites or as ""real person"" in general. A shame because I don't think the actor is to blame, it is simply poor writing and directing.3. Shang Chi, doesn't feel like he has much impact on the story, especially in the second half, where the is more focus on secondary roles than him. And his impact on the final battle is minimal at best. The first half of the movie is clearly the stongest, and goes kinda downhill from there.There is one special cameo though, that is sure to delight and give some laughs.Over all it was worth a watch, but not much more than that.",4 September 2021
StevieG338, Good film!,"Really good film, the tone is great, funny when it should be, fight scenes are great, the story is great, and the cast is brilliant - with one exception, Awkwafina is awful but it is what it is.Definitely recommend anyone to see this, really good.",4 February 2022
dumsumdumfai, Miscast,"I'm sorry but the leading man here is a definite miscast. Or is it because Tony Leung and Awkwfina stole the show? Hmmmmmm......While the MCU movies are getting too formulaic I'm hesitant to say the next 10 year is starting out rather uninteresting. Shang Chi is basically a Chinese cash grab in the lineage of Black Panther. It is uninspiring, routine and CGI oriented.Back to casting the main lead, I'm suggesting either John Cho (star trek, Cowboy Bobep,) or Chang Chen (Dune) would be an upgrade. While Falan Chen is sufficient the role is a thankless one. As to the story I would love to see more of grandma and take out Ben Kingsley's.I mean Hawkeye series is better, if how so ever slightly. I understand the fantastic elements are tributes to the Chinese culture. Of course Kingsley and that strange pet is trying hard to be comedic but is rather forced. Overall it's a surface scratcher only. So disappointed.",31 December 2021
otoyaalejo, Great movie,"I thought the movie was really great. The fight scene, the story, and the character. I would definitely recommend this for people to watch.",16 September 2021
